@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute italian {1,0}
@data
{ 0 4.888572006912188e-7,1 0.0000014665716020736563,2 0.000001955428802764875,3 0.000010754858415206812,4 9.777144013824375e-7,5 0.0000014665716020736563,6 0.0000014665716020736563,7 0.0000014665716020736563,8 0.000008799429612441936,9 0.000005866286408294625,10 0.0000029331432041473125,11 4.888572006912188e-7,12 9.777144013824375e-7,13 9.777144013824375e-7,14 4.888572006912188e-7,15 4.888572006912188e-7,16 0.000002444286003456094,17 9.777144013824375e-7,18 4.888572006912188e-7,19 9.777144013824375e-7,20 0}
{ 0 0.0000011678620877885778,1 0.000003503586263365733,2 0.000004671448351154311,3 0.00002686082801913729,4 0.0000023357241755771556,5 0.000003503586263365733,6 0.000003503586263365733,7 0.000003503586263365733,8 0.0000210215175801944,9 0.000014014345053462933,10 0.000007007172526731466,11 0.0000011678620877885778,12 0.0000023357241755771556,13 0.0000023357241755771556,14 0.0000011678620877885778,15 0.0000011678620877885778,16 0.000004671448351154311,17 0.0000011678620877885778,18 0.0000011678620877885778,19 0.0000023357241755771556,20 1}
{ 0 3.9822006940197946e-7,1 0.0000011946602082059383,2 0.0000015928802776079178,3 0.000009557281665647507,4 7.964401388039589e-7,5 0.0000011946602082059383,6 0.0000011946602082059383,7 0.0000011946602082059383,8 0.00000756618131863761,9 0.000004778640832823753,10 0.0000023893204164118766,11 3.9822006940197946e-7,12 7.964401388039589e-7,13 7.964401388039589e-7,14 3.9822006940197946e-7,15 3.9822006940197946e-7,16 0.000002787540485813856,17 7.964401388039589e-7,18 3.9822006940197946e-7,19 7.964401388039589e-7,20 0}
{ 0 5.396278179271848e-7,1 0.0000016188834537815546,2 0.0000021585112717087392,3 0.000013490695448179623,4 0.0000010792556358543696,5 0.0000016188834537815546,6 0.0000016188834537815546,7 0.0000016188834537815546,8 0.000009713300722689328,9 0.000007015161633053403,10 0.0000032377669075631093,11 5.396278179271848e-7,12 0.0000010792556358543696,13 0.0000010792556358543696,14 5.396278179271848e-7,15 5.396278179271848e-7,16 0.0000037773947254902943,17 5.396278179271848e-7,18 0.0000026981390896359247,19 0.0000010792556358543696,20 1}
{ 0 5.236702059305451e-7,1 0.0000015710106177916352,2 0.0000020946808237221803,3 0.000012044414736402538,4 0.0000010473404118610902,5 0.0000015710106177916352,6 0.0000015710106177916352,7 0.0000015710106177916352,8 0.000009426063706749812,9 0.000006284042471166541,10 0.0000031420212355832705,11 5.236702059305451e-7,12 0.0000010473404118610902,13 0.0000010473404118610902,14 5.236702059305451e-7,15 5.236702059305451e-7,16 0.0000020946808237221803,17 5.236702059305451e-7,18 0.0000010473404118610902,19 0.0000010473404118610902,20 1}
{ 0 4.447573199522877e-7,1 0.000001334271959856863,2 0.0000017790292798091507,3 0.000010674175678854905,4 8.895146399045754e-7,5 0.000001334271959856863,6 0.000001334271959856863,7 0.000001334271959856863,8 0.000008005631759141178,9 0.000005337087839427452,10 0.000002668543919713726,11 4.447573199522877e-7,12 8.895146399045754e-7,13 8.895146399045754e-7,14 4.447573199522877e-7,15 4.447573199522877e-7,16 0.000004002815879570589,17 4.447573199522877e-7,18 0.0000017790292798091507,19 8.895146399045754e-7,20 0}
{ 0 5.573034882639134e-7,1 0.0000016719104647917404,2 0.0000022292139530556538,3 0.000013932587206597838,4 0.0000011146069765278269,5 0.0000016719104647917404,6 0.0000016719104647917404,7 0.0000016719104647917404,8 0.000011703373253542182,9 0.000007802248835694787,10 0.000003343820929583481,11 5.573034882639134e-7,12 0.0000011146069765278269,13 0.0000011146069765278269,14 5.573034882639134e-7,15 5.573034882639134e-7,16 0.0000027865174413195673,17 5.573034882639134e-7,18 5.573034882639134e-7,19 0.0000011146069765278269,20 0}
{ 0 6.837837125507592e-7,1 0.0000020513511376522773,2 0.0000027351348502030366,3 0.000016410809101218218,4 0.0000013675674251015183,5 0.0000020513511376522773,6 0.0000020513511376522773,7 0.0000020513511376522773,8 0.000012308106825913663,9 0.000008205404550609109,10 0.0000041027022753045545,11 6.837837125507592e-7,12 0.0000013675674251015183,13 0.0000013675674251015183,14 6.837837125507592e-7,15 6.837837125507592e-7,16 0.0000027351348502030366,17 6.837837125507592e-7,18 0.0000013675674251015183,19 0.0000013675674251015183,20 1}
{ 0 0.0000010330018228891825,1 0.0000030990054686675473,2 0.00000413200729155673,3 0.00002479204374934038,4 0.000002066003645778365,5 0.0000030990054686675473,6 0.0000030990054686675473,7 0.0000030990054686675473,8 0.000018594032812005285,9 0.00001239602187467019,10 0.000006198010937335095,11 0.0000010330018228891825,12 0.000002066003645778365,13 0.000002066003645778365,14 0.0000010330018228891825,15 0.0000010330018228891825,16 0.000005165009114445912,17 0.0000010330018228891825,18 0.0000010330018228891825,19 0.000002066003645778365,20 0}
{ 0 9.320317199000142e-7,1 0.0000027960951597000428,2 0.000003728126879600057,3 0.000021436729557700326,4 0.0000018640634398000285,5 0.0000027960951597000428,6 0.0000027960951597000428,7 0.0000027960951597000428,8 0.000016776570958200258,9 0.000011184380638800171,10 0.0000055921903194000856,11 9.320317199000142e-7,12 0.0000018640634398000285,13 0.0000018640634398000285,14 9.320317199000142e-7,15 9.320317199000142e-7,16 0.0000027960951597000428,17 0.0000027960951597000428,18 9.320317199000142e-7,19 0.0000018640634398000285,20 0}
{ 0 8.027026190813259e-7,1 0.0000024081078572439776,2 0.0000032108104763253036,3 0.000017659457619789168,4 0.0000016054052381626518,5 0.0000024081078572439776,6 0.0000024081078572439776,7 0.0000024081078572439776,8 0.000014448647143463865,9 0.00000963243142897591,10 0.000004816215714487955,11 8.027026190813259e-7,12 0.0000016054052381626518,13 0.0000016054052381626518,14 8.027026190813259e-7,15 8.027026190813259e-7,16 0.0000032108104763253036,17 8.027026190813259e-7,18 8.027026190813259e-7,19 0.0000016054052381626518,20 0}
{ 0 4.4750981497004296e-7,1 0.0000013425294449101288,2 0.0000017900392598801719,3 0.00001074023555928103,4 8.950196299400859e-7,5 0.0000013425294449101288,6 0.0000013425294449101288,7 0.0000013425294449101288,8 0.000008055176669460774,9 0.000005817627594610558,10 0.0000026850588898202576,11 4.4750981497004296e-7,12 8.950196299400859e-7,13 8.950196299400859e-7,14 4.4750981497004296e-7,15 4.4750981497004296e-7,16 0.000002237549074850215,17 4.4750981497004296e-7,18 4.4750981497004296e-7,19 8.950196299400859e-7,20 0}
{ 0 0.0000011342765114077296,1 0.0000034028295342231894,2 0.000004537106045630918,3 0.000024954083250970054,4 0.0000011342765114077296,5 0.0000034028295342231894,6 0.0000034028295342231894,7 0.0000034028295342231894,8 0.000020416977205339135,9 0.000013611318136892758,10 0.000006805659068446379,11 0.0000011342765114077296,12 0.000002268553022815459,13 0.000002268553022815459,14 0.0000011342765114077296,15 0.0000011342765114077296,16 0.000004537106045630918,17 0.0000011342765114077296,18 0.0000011342765114077296,19 0.000002268553022815459,20 0}
{ 0 0.0000011569620416358843,1 0.000003470886124907653,2 0.000004627848166543537,3 0.00002661012695762534,4 0.0000023139240832717686,5 0.000003470886124907653,6 0.000003470886124907653,7 0.000003470886124907653,8 0.000020825316749445918,9 0.000013883544499630613,10 0.000006941772249815306,11 0.0000011569620416358843,12 0.0000023139240832717686,13 0.0000023139240832717686,14 0.0000011569620416358843,15 0.0000011569620416358843,16 0.000003470886124907653,17 0.0000011569620416358843,18 0.0000011569620416358843,19 0.000003470886124907653,20 0}
{ 0 7.990069348314119e-7,1 0.0000023970208044942354,2 0.0000031960277393256477,3 0.000017578152566291062,4 0.0000015980138696628238,5 0.0000023970208044942354,6 0.0000023970208044942354,7 0.0000023970208044942354,8 0.000014382124826965413,9 0.000009588083217976942,10 0.000004794041608988471,11 7.990069348314119e-7,12 0.0000015980138696628238,13 0.0000015980138696628238,14 7.990069348314119e-7,15 7.990069348314119e-7,16 0.0000023970208044942354,17 0.0000023970208044942354,18 7.990069348314119e-7,19 0.0000015980138696628238,20 0}
{ 0 8.659895521226679e-7,1 0.000002597968656368004,2 0.0000034639582084906716,3 0.00002078374925094403,4 0.0000017319791042453358,5 0.000002597968656368004,6 0.000002597968656368004,7 0.000002597968656368004,8 0.00001558781193820802,9 0.000010391874625472015,10 0.000005195937312736008,11 8.659895521226679e-7,12 0.0000017319791042453358,13 0.0000017319791042453358,14 8.659895521226679e-7,15 8.659895521226679e-7,16 0.000002597968656368004,17 8.659895521226679e-7,18 8.659895521226679e-7,19 0.0000017319791042453358,20 0}
{ 0 4.650168977636191e-7,1 0.0000013950506932908573,2 0.0000018600675910544763,3 0.000011160405546326858,4 9.300337955272382e-7,5 0.0000013950506932908573,6 0.0000013950506932908573,7 0.0000013950506932908573,8 0.000008370304159745145,9 0.000006510236568690668,10 0.0000027901013865817146,11 4.650168977636191e-7,12 9.300337955272382e-7,13 9.300337955272382e-7,14 4.650168977636191e-7,15 4.650168977636191e-7,16 0.0000023250844888180954,17 4.650168977636191e-7,18 4.650168977636191e-7,19 9.300337955272382e-7,20 1}
{ 0 4.6903866552806125e-7,1 0.0000014071159965841836,2 0.000001876154662112245,3 0.000010787889307145408,4 9.380773310561225e-7,5 0.0000014071159965841836,6 0.0000014071159965841836,7 0.0000014071159965841836,8 0.000008442695979505101,9 0.000006097502651864796,10 0.0000028142319931683673,11 4.6903866552806125e-7,12 9.380773310561225e-7,13 9.380773310561225e-7,14 4.6903866552806125e-7,15 4.6903866552806125e-7,16 0.0000032832706586964284,17 9.380773310561225e-7,18 9.380773310561225e-7,19 9.380773310561225e-7,20 1}
{ 0 7.651865354734684e-7,1 0.0000022955596064204052,2 0.0000030607461418938736,3 0.000018364476851363242,4 0.0000015303730709469368,5 0.0000022955596064204052,6 0.0000022955596064204052,7 0.0000022955596064204052,8 0.000015303730709469368,9 0.000009182238425681621,10 0.0000045911192128408104,11 7.651865354734684e-7,12 0.0000015303730709469368,13 0.0000015303730709469368,14 7.651865354734684e-7,15 7.651865354734684e-7,16 0.0000030607461418938736,17 7.651865354734684e-7,18 7.651865354734684e-7,19 0.0000015303730709469368,20 1}
{ 0 7.638393760800293e-7,1 0.000002291518128240088,2 0.000003055357504320117,3 0.000018332145025920702,4 0.0000015276787521600585,5 0.000002291518128240088,6 0.000002291518128240088,7 0.000002291518128240088,8 0.000013749108769440527,9 0.000009166072512960351,10 0.000004583036256480176,11 7.638393760800293e-7,12 0.0000015276787521600585,13 0.0000015276787521600585,14 7.638393760800293e-7,15 7.638393760800293e-7,16 0.000004583036256480176,17 7.638393760800293e-7,18 7.638393760800293e-7,19 0.0000015276787521600585,20 0}
{ 0 7.789241752485757e-7,1 0.000002336772525745727,2 0.0000031156967009943027,3 0.000017136331855468662,4 0.0000015578483504971514,5 0.000002336772525745727,6 0.000002336772525745727,7 0.000002336772525745727,8 0.00001402063515447436,9 0.000009347090102982908,10 0.000004673545051491454,11 7.789241752485757e-7,12 0.0000015578483504971514,13 0.0000015578483504971514,14 7.789241752485757e-7,15 7.789241752485757e-7,16 0.000004673545051491454,17 7.789241752485757e-7,18 7.789241752485757e-7,19 0.0000015578483504971514,20 0}
{ 0 4.5335503198898297e-7,1 0.0000013600650959669487,2 0.0000018134201279559319,3 0.00001088052076773559,4 9.067100639779659e-7,5 0.0000013600650959669487,6 0.0000013600650959669487,7 0.0000013600650959669487,8 0.000008613745607790675,9 0.000005440260383867795,10 0.0000027201301919338974,11 4.5335503198898297e-7,12 9.067100639779659e-7,13 9.067100639779659e-7,14 4.5335503198898297e-7,15 4.5335503198898297e-7,16 0.0000018134201279559319,17 4.5335503198898297e-7,18 4.5335503198898297e-7,19 9.067100639779659e-7,20 0}
{ 0 5.101243569823123e-7,1 0.0000015303730709469368,2 0.0000020404974279292492,3 0.000012242984567575494,4 0.0000010202487139646246,5 0.0000015303730709469368,6 0.0000015303730709469368,7 0.0000015303730709469368,8 0.000009692362782663934,9 0.000006121492283787747,10 0.0000030607461418938736,11 5.101243569823123e-7,12 0.0000010202487139646246,13 0.0000010202487139646246,14 5.101243569823123e-7,15 5.101243569823123e-7,16 0.0000035708704988761865,17 0.0000030607461418938736,18 0.0000015303730709469368,19 0.0000010202487139646246,20 0}
{ 0 5.356305748314279e-7,1 0.0000016068917244942838,2 0.0000021425222993257116,3 0.000013926394945617128,4 0.0000010712611496628558,5 0.0000016068917244942838,6 0.0000016068917244942838,7 0.0000016068917244942838,8 0.000009641350346965704,9 0.000006427566897977135,10 0.0000032137834489885676,11 5.356305748314279e-7,12 0.0000010712611496628558,13 0.0000010712611496628558,14 5.356305748314279e-7,15 5.356305748314279e-7,16 0.0000026781528741571394,17 0.0000010712611496628558,18 5.356305748314279e-7,19 0.0000010712611496628558,20 1}
{ 0 9.860471945760377e-7,1 0.000002958141583728113,2 0.000003944188778304151,3 0.00002267908547524887,4 0.0000019720943891520755,5 0.000002958141583728113,6 0.000002958141583728113,7 0.000002958141583728113,8 0.00001774884950236868,9 0.000011832566334912453,10 0.000005916283167456226,11 9.860471945760377e-7,12 0.0000019720943891520755,13 0.0000019720943891520755,14 9.860471945760377e-7,15 9.860471945760377e-7,16 0.000002958141583728113,17 9.860471945760377e-7,18 9.860471945760377e-7,19 0.0000019720943891520755,20 0}
{ 0 3.14391859140186e-7,1 9.43175577420558e-7,2 0.000001257567436560744,3 0.000006916620901084091,4 6.28783718280372e-7,5 9.43175577420558e-7,6 9.43175577420558e-7,7 9.43175577420558e-7,8 0.000005973445323663533,9 0.000003772702309682232,10 0.000001886351154841116,11 3.14391859140186e-7,12 6.28783718280372e-7,13 6.28783718280372e-7,14 3.14391859140186e-7,15 3.14391859140186e-7,16 0.000002515134873121488,17 9.43175577420558e-7,18 0.000001257567436560744,19 6.28783718280372e-7,20 0}
{ 0 4.222489203050673e-7,1 0.0000012667467609152018,2 0.0000016889956812202692,3 0.00001097847192793175,4 8.444978406101346e-7,5 0.0000012667467609152018,6 0.0000012667467609152018,7 0.0000012667467609152018,8 0.000007600480565491211,9 0.000005066987043660807,10 0.0000025334935218304036,11 4.222489203050673e-7,12 8.444978406101346e-7,13 8.444978406101346e-7,14 4.222489203050673e-7,15 4.222489203050673e-7,16 0.0000025334935218304036,17 0.0000016889956812202692,18 4.222489203050673e-7,19 8.444978406101346e-7,20 1}
{ 0 4.96124374629453e-7,1 0.0000014883731238883589,2 0.000001984497498517812,3 0.00001141086061647742,4 9.92248749258906e-7,5 0.0000014883731238883589,6 0.0000014883731238883589,7 0.0000014883731238883589,8 0.000009426363117959606,9 0.000006449616870182889,10 0.0000029767462477767177,11 4.96124374629453e-7,12 9.92248749258906e-7,13 9.92248749258906e-7,14 4.96124374629453e-7,15 4.96124374629453e-7,16 0.0000024806218731472648,17 4.96124374629453e-7,18 9.92248749258906e-7,19 9.92248749258906e-7,20 0}
{ 0 9.860471945760377e-7,1 0.000002958141583728113,2 0.000003944188778304151,3 0.00002267908547524887,4 0.0000019720943891520755,5 0.000002958141583728113,6 0.000002958141583728113,7 0.000002958141583728113,8 0.00001774884950236868,9 0.000011832566334912453,10 0.000005916283167456226,11 9.860471945760377e-7,12 0.0000019720943891520755,13 0.0000019720943891520755,14 9.860471945760377e-7,15 9.860471945760377e-7,16 0.000002958141583728113,17 9.860471945760377e-7,18 9.860471945760377e-7,19 0.0000019720943891520755,20 1}
{ 0 5.333260794264985e-7,1 0.0000015999782382794959,2 0.000002133304317705994,3 0.000013866478065088966,4 0.000001066652158852997,5 0.0000015999782382794959,6 0.0000015999782382794959,7 0.0000015999782382794959,8 0.000009599869429676974,9 0.0000063999129531179834,10 0.0000031999564765589917,11 5.333260794264985e-7,12 0.000001066652158852997,13 0.000001066652158852997,14 5.333260794264985e-7,15 5.333260794264985e-7,16 0.0000031999564765589917,17 5.333260794264985e-7,18 0.000001066652158852997,19 0.000001066652158852997,20 0}
{ 0 4.6032972478881335e-7,1 0.0000013809891743664401,2 0.0000018413188991552534,3 0.000010587583670142708,4 9.206594495776267e-7,5 0.0000013809891743664401,6 0.0000013809891743664401,7 0.0000013809891743664401,8 0.000008746264770987455,9 0.000005984286422254575,10 0.0000027619783487328802,11 4.6032972478881335e-7,12 9.206594495776267e-7,13 9.206594495776267e-7,14 4.6032972478881335e-7,15 4.6032972478881335e-7,16 0.000002301648623944067,17 9.206594495776267e-7,18 4.6032972478881335e-7,19 9.206594495776267e-7,20 1}
{ 0 7.201008557899695e-7,1 0.0000021603025673699086,2 0.000002880403423159878,3 0.000016562319683169302,4 0.000001440201711579939,5 0.0000021603025673699086,6 0.0000021603025673699086,7 0.0000021603025673699086,8 0.000012961815404219452,9 0.000008641210269479634,10 0.000004320605134739817,11 7.201008557899695e-7,12 0.000001440201711579939,13 0.000001440201711579939,14 7.201008557899695e-7,15 7.201008557899695e-7,16 0.0000036005042789498476,17 7.201008557899695e-7,18 7.201008557899695e-7,19 0.000001440201711579939,20 1}
{ 0 5.573034882639134e-7,1 0.0000016719104647917404,2 0.0000022292139530556538,3 0.000013932587206597838,4 0.0000011146069765278269,5 0.0000016719104647917404,6 0.0000016719104647917404,7 0.0000016719104647917404,8 0.000010031462788750441,9 0.000006687641859166962,10 0.000003343820929583481,11 5.573034882639134e-7,12 0.0000011146069765278269,13 0.0000011146069765278269,14 5.573034882639134e-7,15 5.573034882639134e-7,16 0.000003343820929583481,17 0.0000011146069765278269,18 0.0000011146069765278269,19 0.0000011146069765278269,20 1}
