@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute "ideen" numeric
@attribute "wmf" numeric
@attribute "leben" numeric
@attribute "schmeckt" numeric
@attribute "sch" numeric
@attribute "rubrik" numeric
@attribute "saisonal" numeric
@attribute "backen" numeric
@attribute "chenger" numeric
@attribute "te" numeric
@attribute "zubeh" numeric
@attribute "reis" numeric
@attribute "pasta" numeric
@attribute "co" numeric
@attribute "fleisch" numeric
@attribute "fisch" numeric
@attribute "obst" numeric
@attribute "gem" numeric
@attribute "se" numeric
@attribute "regional" numeric
@attribute italian {1,0}
@data
{ 0 5.021536639044637e-7,1 0.000001506460991713391,2 0.0000020086146556178547,3 0.0000110473806058982,4 0.0000010043073278089273,5 0.000001506460991713391,6 0.000001506460991713391,7 0.000001506460991713391,8 0.00000954091961418481,9 0.000006025843966853564,10 0.000003012921983426782,11 5.021536639044637e-7,12 0.0000010043073278089273,13 0.0000010043073278089273,14 5.021536639044637e-7,15 5.021536639044637e-7,16 0.0000025107683195223183,17 0.0000035150756473312457,18 5.021536639044637e-7,19 0.0000010043073278089273,20 5.021536639044637e-7,21 5.021536639044637e-7,22 5.021536639044637e-7,23 0.0000020086146556178547,24 0.0000020086146556178547,25 5.021536639044637e-7,26 5.021536639044637e-7,27 0.000008034458622471419,28 5.021536639044637e-7,29 0.000001506460991713391,30 5.021536639044637e-7,31 0.0000010043073278089273,32 5.021536639044637e-7,33 5.021536639044637e-7,34 5.021536639044637e-7,35 5.021536639044637e-7,36 0.000001506460991713391,37 0.0000010043073278089273,38 5.021536639044637e-7,39 5.021536639044637e-7,40 0}
{ 0 4.0547735104061367e-7,1 0.0000012164320531218408,2 0.0000016219094041624547,3 0.000009731456424974727,4 8.109547020812273e-7,5 0.0000012164320531218408,6 0.0000012164320531218408,7 0.0000012164320531218408,8 0.000007298592318731046,9 0.000004865728212487363,10 0.0000024328641062436817,11 4.0547735104061367e-7,12 8.109547020812273e-7,13 8.109547020812273e-7,14 4.0547735104061367e-7,15 4.0547735104061367e-7,16 0.0000020273867552030683,17 4.0547735104061367e-7,18 0.0000032438188083249094,19 8.109547020812273e-7,20 4.0547735104061367e-7,21 4.0547735104061367e-7,22 4.0547735104061367e-7,23 8.109547020812273e-7,24 0.0000016219094041624547,25 4.0547735104061367e-7,26 4.0547735104061367e-7,27 0.0000012164320531218408,28 4.0547735104061367e-7,29 8.109547020812273e-7,30 4.0547735104061367e-7,31 4.0547735104061367e-7,32 8.109547020812273e-7,33 8.109547020812273e-7,34 4.0547735104061367e-7,35 4.0547735104061367e-7,36 4.0547735104061367e-7,37 0.0000012164320531218408,38 0.0000024328641062436817,39 4.0547735104061367e-7,40 1}
{ 0 4.799344752361246e-7,1 0.0000014398034257083739,2 0.0000019197379009444983,3 0.000011518427405666991,4 9.598689504722492e-7,5 0.0000014398034257083739,6 0.0000014398034257083739,7 0.0000014398034257083739,8 0.000008638820554250243,9 0.0000057592137028334955,10 0.0000028796068514167477,11 4.799344752361246e-7,12 9.598689504722492e-7,13 9.598689504722492e-7,14 4.799344752361246e-7,15 4.799344752361246e-7,16 0.0000019197379009444983,17 4.799344752361246e-7,18 4.799344752361246e-7,19 9.598689504722492e-7,20 4.799344752361246e-7,21 4.799344752361246e-7,22 4.799344752361246e-7,23 0.000003359541326652872,24 0.0000014398034257083739,25 4.799344752361246e-7,26 4.799344752361246e-7,27 0.0000014398034257083739,28 4.799344752361246e-7,29 0.0000019197379009444983,30 4.799344752361246e-7,31 4.799344752361246e-7,32 0.0000019197379009444983,33 4.799344752361246e-7,34 9.598689504722492e-7,35 4.799344752361246e-7,36 4.799344752361246e-7,37 0.0000028796068514167477,38 0.000004319410277125122,39 4.799344752361246e-7,40 1}
{ 0 5.095252678960149e-7,1 0.0000015285758036880445,2 0.0000020381010715840595,3 0.000012738131697400371,4 0.0000010190505357920297,5 0.0000015285758036880445,6 0.0000015285758036880445,7 0.0000015285758036880445,8 0.000009171454822128267,9 0.000006114303214752178,10 0.000003057151607376089,11 5.095252678960149e-7,12 0.0000010190505357920297,13 0.0000010190505357920297,14 5.095252678960149e-7,15 5.095252678960149e-7,16 0.000006114303214752178,17 5.095252678960149e-7,18 5.095252678960149e-7,19 0.0000010190505357920297,20 5.095252678960149e-7,21 5.095252678960149e-7,22 0.0000010190505357920297,23 0.0000056047779468561635,24 0.0000020381010715840595,25 5.095252678960149e-7,26 5.095252678960149e-7,27 0.0000015285758036880445,28 5.095252678960149e-7,29 0.0000010190505357920297,30 5.095252678960149e-7,31 0.000003057151607376089,32 5.095252678960149e-7,33 0.0000010190505357920297,34 5.095252678960149e-7,35 5.095252678960149e-7,36 0.0000010190505357920297,37 0.0000010190505357920297,38 0.0000010190505357920297,39 5.095252678960149e-7,40 0}
{ 0 7.159418574479483e-7,1 0.0000021478255723438446,2 0.000002863767429791793,3 0.00001646666272130281,4 0.0000014318837148958966,5 0.0000021478255723438446,6 0.0000021478255723438446,7 0.0000021478255723438446,8 0.000012886953434063067,9 0.000008591302289375378,10 0.000004295651144687689,11 7.159418574479483e-7,12 0.0000014318837148958966,13 0.0000014318837148958966,14 7.159418574479483e-7,15 7.159418574479483e-7,16 0.0000021478255723438446,17 7.159418574479483e-7,18 7.159418574479483e-7,19 0.0000014318837148958966,20 0.0000014318837148958966,21 7.159418574479483e-7,22 7.159418574479483e-7,23 0.000005011593002135637,24 0.000002863767429791793,25 7.159418574479483e-7,26 7.159418574479483e-7,27 0.0000021478255723438446,28 7.159418574479483e-7,29 0.0000014318837148958966,30 7.159418574479483e-7,31 0.0000014318837148958966,32 0.0000014318837148958966,33 7.159418574479483e-7,34 7.159418574479483e-7,35 7.159418574479483e-7,36 7.159418574479483e-7,37 0.0000021478255723438446,38 0.000004295651144687689,39 7.159418574479483e-7,40 1}
{ 0 6.46588324312156e-7,1 0.000001939764972936468,2 0.000002586353297248624,3 0.0000161647081078039,4 0.000001293176648624312,5 0.000001939764972936468,6 0.000001939764972936468,7 0.000001939764972936468,8 0.000011638589837618807,9 0.000007759059891745871,10 0.000003879529945872936,11 6.46588324312156e-7,12 0.000001293176648624312,13 0.000001293176648624312,14 6.46588324312156e-7,15 6.46588324312156e-7,16 0.000001939764972936468,17 6.46588324312156e-7,18 6.46588324312156e-7,19 0.000001293176648624312,20 0.000001939764972936468,21 6.46588324312156e-7,22 6.46588324312156e-7,23 0.000002586353297248624,24 0.0000032329416215607795,25 6.46588324312156e-7,26 6.46588324312156e-7,27 0.000002586353297248624,28 6.46588324312156e-7,29 0.000001293176648624312,30 6.46588324312156e-7,31 6.46588324312156e-7,32 0.000001293176648624312,33 0.000001293176648624312,34 0.000001293176648624312,35 0.000001939764972936468,36 0.000001293176648624312,37 0.000003879529945872936,38 0.000003879529945872936,39 6.46588324312156e-7,40 1}
{ 0 9.3403824674587e-7,1 0.0000028021147402376105,2 0.00000373615298698348,3 0.000022416917921900884,4 0.00000186807649349174,5 0.0000028021147402376105,6 0.0000028021147402376105,7 0.0000028021147402376105,8 0.00001681268844142566,9 0.000011208458960950442,10 0.000005604229480475221,11 9.3403824674587e-7,12 0.00000186807649349174,13 0.00000186807649349174,14 9.3403824674587e-7,15 0.00000186807649349174,16 0.0000028021147402376105,17 9.3403824674587e-7,18 9.3403824674587e-7,19 0.00000186807649349174,20 9.3403824674587e-7,21 9.3403824674587e-7,22 9.3403824674587e-7,23 0.000004670191233729351,24 0.000004670191233729351,25 9.3403824674587e-7,26 9.3403824674587e-7,27 0.00000653826772722109,28 9.3403824674587e-7,29 0.00000186807649349174,30 9.3403824674587e-7,31 9.3403824674587e-7,32 9.3403824674587e-7,33 0.00000186807649349174,34 9.3403824674587e-7,35 9.3403824674587e-7,36 0.00000186807649349174,37 0.0000028021147402376105,38 0.00000373615298698348,39 9.3403824674587e-7,40 0}
{ 0 4.0153703434840966e-7,1 0.000001204611103045229,2 0.0000016061481373936386,3 0.000009636888824361832,4 8.030740686968193e-7,5 0.000001204611103045229,6 0.000001204611103045229,7 0.000001204611103045229,8 0.000007227666618271373,9 0.000004818444412180916,10 0.000002409222206090458,11 4.0153703434840966e-7,12 8.030740686968193e-7,13 8.030740686968193e-7,14 4.0153703434840966e-7,15 4.0153703434840966e-7,16 0.0000036138333091356867,17 8.030740686968193e-7,18 4.0153703434840966e-7,19 8.030740686968193e-7,20 4.0153703434840966e-7,21 4.0153703434840966e-7,22 8.030740686968193e-7,23 0.000004416907377832506,24 0.000002409222206090458,25 4.0153703434840966e-7,26 4.0153703434840966e-7,27 0.000001204611103045229,28 4.0153703434840966e-7,29 0.000001204611103045229,30 4.0153703434840966e-7,31 4.0153703434840966e-7,32 4.0153703434840966e-7,33 4.0153703434840966e-7,34 0.0000016061481373936386,35 4.0153703434840966e-7,36 4.0153703434840966e-7,37 0.000002409222206090458,38 0.000007227666618271373,39 4.0153703434840966e-7,40 1}
{ 0 9.760647145409599e-7,1 0.0000029281941436228795,2 0.0000039042588581638396,3 0.000025377682578064957,4 0.0000019521294290819198,5 0.0000029281941436228795,6 0.0000029281941436228795,7 0.0000029281941436228795,8 0.000017569164861737276,9 0.000011712776574491518,10 0.000005856388287245759,11 9.760647145409599e-7,12 0.0000019521294290819198,13 0.0000019521294290819198,14 9.760647145409599e-7,15 9.760647145409599e-7,16 0.0000029281941436228795,17 0.0000019521294290819198,18 9.760647145409599e-7,19 0.0000019521294290819198,20 9.760647145409599e-7,21 9.760647145409599e-7,22 9.760647145409599e-7,23 0.0000039042588581638396,24 9.760647145409599e-7,25 9.760647145409599e-7,26 9.760647145409599e-7,27 0.0000029281941436228795,28 9.760647145409599e-7,29 0.0000019521294290819198,30 9.760647145409599e-7,31 9.760647145409599e-7,32 9.760647145409599e-7,33 0.0000039042588581638396,34 9.760647145409599e-7,35 9.760647145409599e-7,36 9.760647145409599e-7,37 0.0000039042588581638396,38 0.000009760647145409597,39 9.760647145409599e-7,40 1}
{ 0 5.784810208179422e-7,1 0.0000017354430624538266,2 0.0000023139240832717686,3 0.000012726582457994728,4 0.0000011569620416358843,5 0.0000017354430624538266,6 0.0000017354430624538266,7 0.0000017354430624538266,8 0.000010412658374722959,9 0.000008098734291451192,10 0.000003470886124907653,11 5.784810208179422e-7,12 0.0000011569620416358843,13 0.0000011569620416358843,14 5.784810208179422e-7,15 5.784810208179422e-7,16 0.0000023139240832717686,17 5.784810208179422e-7,18 5.784810208179422e-7,19 0.0000011569620416358843,20 5.784810208179422e-7,21 5.784810208179422e-7,22 0.0000011569620416358843,23 0.000004627848166543537,24 0.000004627848166543537,25 5.784810208179422e-7,26 5.784810208179422e-7,27 0.000003470886124907653,28 5.784810208179422e-7,29 0.0000011569620416358843,30 5.784810208179422e-7,31 5.784810208179422e-7,32 5.784810208179422e-7,33 5.784810208179422e-7,34 5.784810208179422e-7,35 5.784810208179422e-7,36 5.784810208179422e-7,37 5.784810208179422e-7,38 0.0000011569620416358843,39 5.784810208179422e-7,40 1}
{ 0 5.039033282386255e-7,1 0.0000015117099847158767,2 0.000002015613312954502,3 0.000013101486534204266,4 0.000001007806656477251,5 0.0000015117099847158767,6 0.0000015117099847158767,7 0.0000015117099847158767,8 0.000009574163236533886,9 0.000006550743267102133,10 0.0000030234199694317535,11 5.039033282386255e-7,12 0.000001007806656477251,13 0.000001007806656477251,14 5.039033282386255e-7,15 5.039033282386255e-7,16 0.0000030234199694317535,17 5.039033282386255e-7,18 5.039033282386255e-7,19 0.000001007806656477251,20 5.039033282386255e-7,21 5.039033282386255e-7,22 5.039033282386255e-7,23 0.000005039033282386256,24 0.000005039033282386256,25 5.039033282386255e-7,26 5.039033282386255e-7,27 0.000002519516641193128,28 5.039033282386255e-7,29 0.000001007806656477251,30 5.039033282386255e-7,31 5.039033282386255e-7,32 0.000005039033282386256,33 0.000001007806656477251,34 0.0000015117099847158767,35 5.039033282386255e-7,36 5.039033282386255e-7,37 0.000001007806656477251,38 0.0000030234199694317535,39 5.039033282386255e-7,40 1}
{ 0 9.221270257459226e-7,1 0.000002766381077237768,2 0.0000036885081029836906,3 0.000022131048617902143,4 0.0000018442540514918453,5 0.000002766381077237768,6 0.000002766381077237768,7 0.000002766381077237768,8 0.00001659828646342661,9 0.000011065524308951071,10 0.000005532762154475536,11 9.221270257459226e-7,12 0.0000018442540514918453,13 0.0000018442540514918453,14 9.221270257459226e-7,15 9.221270257459226e-7,16 0.0000036885081029836906,17 9.221270257459226e-7,18 9.221270257459226e-7,19 0.0000018442540514918453,20 9.221270257459226e-7,21 9.221270257459226e-7,22 9.221270257459226e-7,23 0.0000018442540514918453,24 0.000002766381077237768,25 9.221270257459226e-7,26 9.221270257459226e-7,27 0.000004610635128729614,28 9.221270257459226e-7,29 0.0000018442540514918453,30 9.221270257459226e-7,31 9.221270257459226e-7,32 9.221270257459226e-7,33 0.0000018442540514918453,34 9.221270257459226e-7,35 9.221270257459226e-7,36 9.221270257459226e-7,37 9.221270257459226e-7,38 0.0000018442540514918453,39 9.221270257459226e-7,40 0}
{ 0 4.5814230793395626e-7,1 0.000001374426923801869,2 0.000001832569231735825,3 0.000010079130774547039,4 9.162846158679125e-7,5 0.000001374426923801869,6 0.000001374426923801869,7 0.000001374426923801869,8 0.000009162846158679126,9 0.000005955850003141432,10 0.000002748853847603738,11 4.5814230793395626e-7,12 9.162846158679125e-7,13 9.162846158679125e-7,14 4.5814230793395626e-7,15 4.5814230793395626e-7,16 0.000001832569231735825,17 9.162846158679125e-7,18 4.5814230793395626e-7,19 9.162846158679125e-7,20 4.5814230793395626e-7,21 4.5814230793395626e-7,22 4.5814230793395626e-7,23 0.0000022907115396697815,24 0.000002748853847603738,25 4.5814230793395626e-7,26 4.5814230793395626e-7,27 0.000007788419234877258,28 4.5814230793395626e-7,29 0.0000022907115396697815,30 4.5814230793395626e-7,31 4.5814230793395626e-7,32 4.5814230793395626e-7,33 4.5814230793395626e-7,34 4.5814230793395626e-7,35 4.5814230793395626e-7,36 4.5814230793395626e-7,37 4.5814230793395626e-7,38 0.000001832569231735825,39 4.5814230793395626e-7,40 0}
{ 0 9.048191149394299e-7,1 0.0000027144573448182896,2 0.0000036192764597577197,3 0.000020810839643606886,4 0.0000018096382298788599,5 0.0000027144573448182896,6 0.0000027144573448182896,7 0.0000027144573448182896,8 0.00001628674406890974,9 0.000010857829379273158,10 0.000005428914689636579,11 9.048191149394299e-7,12 0.0000018096382298788599,13 0.0000018096382298788599,14 9.048191149394299e-7,15 9.048191149394299e-7,16 0.0000027144573448182896,17 9.048191149394299e-7,18 9.048191149394299e-7,19 0.0000018096382298788599,20 9.048191149394299e-7,21 9.048191149394299e-7,22 9.048191149394299e-7,23 0.0000036192764597577197,24 0.0000036192764597577197,25 9.048191149394299e-7,26 9.048191149394299e-7,27 0.0000027144573448182896,28 9.048191149394299e-7,29 0.0000018096382298788599,30 9.048191149394299e-7,31 9.048191149394299e-7,32 9.048191149394299e-7,33 0.0000018096382298788599,34 9.048191149394299e-7,35 0.0000018096382298788599,36 9.048191149394299e-7,37 0.0000027144573448182896,38 0.0000036192764597577197,39 9.048191149394299e-7,40 1}
{ 0 5.211540728089569e-7,1 0.0000015634622184268708,2 0.0000020846162912358278,3 0.000012507697747414967,4 0.0000010423081456179139,5 0.0000015634622184268708,6 0.0000015634622184268708,7 0.0000015634622184268708,8 0.000009901927383370181,9 0.00000677500294651644,10 0.0000031269244368537417,11 5.211540728089569e-7,12 0.0000010423081456179139,13 0.0000010423081456179139,14 5.211540728089569e-7,15 5.211540728089569e-7,16 0.0000026057703640447845,17 5.211540728089569e-7,18 5.211540728089569e-7,19 0.0000010423081456179139,20 5.211540728089569e-7,21 5.211540728089569e-7,22 5.211540728089569e-7,23 0.0000015634622184268708,24 0.0000041692325824716555,25 5.211540728089569e-7,26 5.211540728089569e-7,27 0.0000015634622184268708,28 5.211540728089569e-7,29 0.0000010423081456179139,30 5.211540728089569e-7,31 0.0000015634622184268708,32 5.211540728089569e-7,33 0.0000015634622184268708,34 0.000005211540728089569,35 5.211540728089569e-7,36 5.211540728089569e-7,37 5.211540728089569e-7,38 0.0000026057703640447845,39 0.0000010423081456179139,40 1}
{ 0 8.46557591440891e-7,1 0.000002539672774322673,2 0.000003386230365763564,3 0.000021163939786022274,4 0.000001693115182881782,5 0.000002539672774322673,6 0.000002539672774322673,7 0.000002539672774322673,8 0.000015238036645936039,9 0.000010158691097290692,10 0.000005079345548645346,11 8.46557591440891e-7,12 0.000001693115182881782,13 0.000001693115182881782,14 8.46557591440891e-7,15 8.46557591440891e-7,16 0.000002539672774322673,17 8.46557591440891e-7,18 8.46557591440891e-7,19 0.000001693115182881782,20 8.46557591440891e-7,21 8.46557591440891e-7,22 8.46557591440891e-7,23 0.000002539672774322673,24 0.000003386230365763564,25 8.46557591440891e-7,26 8.46557591440891e-7,27 0.000005925903140086237,28 8.46557591440891e-7,29 0.000001693115182881782,30 8.46557591440891e-7,31 8.46557591440891e-7,32 8.46557591440891e-7,33 0.000002539672774322673,34 8.46557591440891e-7,35 8.46557591440891e-7,36 8.46557591440891e-7,37 8.46557591440891e-7,38 8.46557591440891e-7,39 8.46557591440891e-7,40 0}
{ 0 4.86390992840198e-7,1 0.000001459172978520594,2 0.000001945563971360792,3 0.000012159774821004952,4 0.000001459172978520594,5 0.000001459172978520594,6 0.000001459172978520594,7 0.000001945563971360792,8 0.000009241428863963761,9 0.000005836691914082376,10 0.000002918345957041188,11 4.86390992840198e-7,12 9.72781985680396e-7,13 9.72781985680396e-7,14 4.86390992840198e-7,15 4.86390992840198e-7,16 0.0000024319549642009898,17 4.86390992840198e-7,18 4.86390992840198e-7,19 0.000001945563971360792,20 4.86390992840198e-7,21 4.86390992840198e-7,22 4.86390992840198e-7,23 0.000005836691914082376,24 0.000002918345957041188,25 4.86390992840198e-7,26 4.86390992840198e-7,27 0.000003891127942721584,28 4.86390992840198e-7,29 0.000001459172978520594,30 4.86390992840198e-7,31 4.86390992840198e-7,32 9.72781985680396e-7,33 4.86390992840198e-7,34 4.86390992840198e-7,35 4.86390992840198e-7,36 4.86390992840198e-7,37 9.72781985680396e-7,38 0.000004377518935561782,39 4.86390992840198e-7,40 0}
{ 0 0.000001131318815158948,1 0.0000033939564454768447,2 0.000004525275260635792,3 0.000024889013933496858,4 0.000002262637630317896,5 0.0000033939564454768447,6 0.0000033939564454768447,7 0.0000033939564454768447,8 0.00002036373867286107,9 0.000013575825781907379,10 0.0000067879128909536894,11 0.000001131318815158948,12 0.000002262637630317896,13 0.000002262637630317896,14 0.000001131318815158948,15 0.000001131318815158948,16 0.000004525275260635792,17 0.000001131318815158948,18 0.000001131318815158948,19 0.000002262637630317896,20 0.000001131318815158948,21 0.000001131318815158948,22 0.000001131318815158948,23 0.0000033939564454768447,24 0.000002262637630317896,25 0.000001131318815158948,26 0.000001131318815158948,27 0.0000033939564454768447,28 0.000001131318815158948,29 0.000002262637630317896,30 0.000001131318815158948,31 0.000001131318815158948,32 0.000004525275260635792,33 0.000002262637630317896,34 0.000002262637630317896,35 0.000001131318815158948,36 0.000001131318815158948,37 0.000004525275260635792,38 0.000009050550521271585,39 0.000001131318815158948,40 1}
{ 0 3.861689057529654e-7,1 0.0000011585067172588962,2 0.0000015446756230118616,3 0.0000100403915495771,4 7.723378115059308e-7,5 0.0000011585067172588962,6 0.0000011585067172588962,7 0.0000011585067172588962,8 0.000006951040303553378,9 0.000004634026869035585,10 0.0000023170134345177923,11 3.861689057529654e-7,12 7.723378115059308e-7,13 7.723378115059308e-7,14 3.861689057529654e-7,15 3.861689057529654e-7,16 0.0000015446756230118616,17 0.0000011585067172588962,18 3.861689057529654e-7,19 7.723378115059308e-7,20 7.723378115059308e-7,21 3.861689057529654e-7,22 3.861689057529654e-7,23 0.0000027031823402707576,24 0.00000424785796328262,25 3.861689057529654e-7,26 3.861689057529654e-7,27 0.0000015446756230118616,28 3.861689057529654e-7,29 7.723378115059308e-7,30 3.861689057529654e-7,31 3.861689057529654e-7,32 3.861689057529654e-7,33 7.723378115059308e-7,34 0.0000023170134345177923,35 7.723378115059308e-7,36 3.861689057529654e-7,37 0.000001930844528764827,38 0.000001930844528764827,39 3.861689057529654e-7,40 1}
